Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
S,4087,SMAD2,GO:0016310,biological_process,phosphorylation,,240,431,16842,226423,2.256431024507921e-103,2.256431024507921e-103,236.35248020603723,5,8,0,0
A,214,ALCAM,GO:0007155,biological_process,cell adhesion,,73,89,2154,241620,3.036995787303218e-103,3.036995787303218e-103,236.05539577944845,2,7,0,1
P,57575,PCDH10,GO:0032259,biological_process,methylation,,85,53,5395,238403,7.082390177348456e-103,7.082390177348456e-103,235.208653131983,2,1,0,0
M,5594,MAPK1,GO:0005488,molecular_function,binding,,198,7441,20320,215977,5.1067734486762714e-102,5.147627636265681e-102,233.22514353000255,1,52,0,0
N,4851,NOTCH1,GO:0007219,biological_process,Notch signaling pathway,,60,976,89,242811,1.6673559039832504e-101,1.6874445293324462e-101,232.03787912068105,4,8,1,1
H,3014,H2AX,GO:0016310,biological_process,phosphorylation,,154,123,16928,226731,2.4297297398020736e-101,2.4297297398020736e-101,231.6733143594198,5,8,0,0
A,9510,ADAMTS1,GO:0032259,biological_process,methylation,,75,27,5405,238429,2.7470865813644565e-100,2.7470865813644565e-100,229.24796837427175,2,1,0,0
P,65018,PINK1,GO:0000423,biological_process,mitophagy,,38,23,197,243678,3.780720707393488e-100,3.780720707393488e-100,228.9285946446154,5,1,1,0
V,7422,VEGFA,GO:0046903,biological_process,secretion,,438,5973,4764,232761,3.7722173290874445e-100,3.807804285022232e-100,228.92145657953623,4,10,1,0
C,1499,CTNNB1,GO:0030877,cellular_component,beta-catenin destruction complex,,62,5847,1,238026,2.9897265565654216e-99,3.029589577319627e-99,226.84749704909365,2,1,0,2
S,9154,SLC28A1,GO:0006810,biological_process,transport,,60,102,1015,242759,8.460932391371355e-98,8.460932391371355e-98,223.5178797341252,3,34,0,0
M,4292,MLH1,GO:0032259,biological_process,methylation,,113,224,5367,238232,1.259630593896206e-97,1.2766526289488572e-97,223.10651250155985,2,1,0,0
D,1616,DAXX,GO:0006338,biological_process,chromatin remodeling,,54,206,329,243347,1.704182367634246e-97,1.704182367634246e-97,222.81766857448235,5,6,1,1
P,5443,POMC,GO:0046903,biological_process,secretion,,94,119,5108,238615,4.95616813976176e-97,4.95616813976176e-97,221.75012113072543,4,10,1,0
T,7157,TP53,GO:0002039,molecular_function,p53 binding,,67,5149,15,238705,6.234730382973457e-97,6.253566426426548e-97,221.51760209119226,3,1,1,1
M,4318,MMP9,GO:0031012,cellular_component,extracellular matrix,,125,1312,1456,241043,7.657805756276804e-97,7.729374034372849e-97,221.3057261398378,3,8,1,0
P,142,PARP1,GO:0008219,biological_process,cell death,,197,1102,5435,237202,8.522423968332686e-97,8.646838916775499e-97,221.1935602094166,2,4,0,0
T,10376,TUBA1B,GO:0071929,biological_process,alpha-tubulin acetylation,,30,111,2,243793,1.2873157348469556e-96,1.2873157348469556e-96,220.79560970268054,10,1,0,0
M,4582,MUC1,GO:0070085,biological_process,glycosylation,,108,1562,794,241472,4.402839478614943e-96,4.402839478614943e-96,219.56591925859507,2,4,1,0
N,4803,NGF,GO:0040007,biological_process,growth,,271,142,45861,197662,8.89651108102193e-96,8.89651108102193e-96,218.86250974091595,1,10,1,0
F,2147,F2,GO:0050817,biological_process,coagulation,,51,156,342,243387,9.966719791798277e-96,9.966719791798277e-96,218.7489174054333,2,2,1,0
I,3553,IL1B,GO:0046903,biological_process,secretion,,133,438,5069,238296,1.7701607669036723e-94,1.7701607669036723e-94,215.8719283702201,4,10,1,0
T,7082,TJP1,GO:0070160,cellular_component,tight junction,,38,71,122,243705,2.8839771394482896e-94,2.8839771394482896e-94,215.3838284487313,5,3,1,1
Z,7710,ZNF154,GO:0032259,biological_process,methylation,,62,7,5418,238449,4.092650922302641e-94,4.0926509223026415e-94,215.03380583408006,2,1,0,0
L,3959,LGALS3BP,GO:0005488,molecular_function,binding,,114,30,20404,223388,1.2467746448973314e-93,1.2467746448973314e-93,213.91985371588464,1,52,0,0
N,23636,NUP62,GO:0006914,biological_process,autophagy,,84,66,5939,237847,3.3812813499334185e-93,3.3812813499334185e-93,212.92215891317724,3,7,0,0
I,3400,ID4,GO:0032259,biological_process,methylation,,65,14,5415,238442,4.430770037026174e-93,4.430770037026174e-93,212.65184025623824,2,1,0,0
U,55833,UBAP2,GO:0044351,biological_process,macropinocytosis,,41,31,436,243428,3.146081000242099e-92,3.146081000242099e-92,210.69167100409032,5,2,0,0
Z,22882,ZHX2,GO:0014065,biological_process,phosphatidylinositol 3-kinase signaling,,43,1094,9,242790,8.825039513533825e-92,8.936748874464633e-92,209.64765669298174,6,1,0,0
E,1978,EIF4EBP1,GO:0006412,biological_process,translation,,81,259,1907,241689,9.86662091944795e-92,1.0219000237999661e-91,209.5135797995322,5,4,0,0
L,3958,LGALS3,GO:0044351,biological_process,macropinocytosis,,69,682,408,242777,1.4129434991540348e-91,1.4129434991540348e-91,209.18956834599967,5,2,0,0
C,23468,CBX5,GO:0000792,cellular_component,heterochromatin,,35,61,98,243742,8.141525628610356e-91,8.141525628610356e-91,207.4382658763431,3,9,1,1
D,1786,DNMT1,GO:0032259,biological_process,methylation,,124,362,5356,238094,1.0278895003337564e-90,1.0425736360528099e-90,207.19096606316435,2,1,1,0
C,1499,CTNNB1,GO:0016342,cellular_component,catenin complex,,77,5832,49,237978,1.9781044469665093e-90,2.01342774066234e-90,206.53281975622738,4,1,1,4
R,5925,RB1,GO:0007049,biological_process,cell cycle,,149,356,8616,234815,2.1855140886878067e-90,2.1855140886878067e-90,206.45080728772678,2,2,1,0
C,1499,CTNNB1,GO:0016055,biological_process,Wnt signaling pathway,,106,5803,204,237823,2.3296823397847264e-89,2.3819173698247426e-89,204.06216749554892,5,17,0,0
G,2697,GJA1,GO:0016264,biological_process,gap junction assembly,,28,137,1,243770,4.501266489789113e-89,4.501266489789113e-89,203.42571447711586,7,1,1,1
P,5563,PRKAA2,GO:0016310,biological_process,phosphorylation,,229,476,16853,226378,5.307539457499054e-89,5.307539457499054e-89,203.26094492761152,5,8,0,0
C,1111,CHEK1,GO:0046960,biological_process,sensitization,,75,715,598,242548,6.2784534836415645e-89,6.278453483641565e-89,203.0929495868837,5,1,0,0
C,1111,CHEK1,GO:0016310,biological_process,phosphorylation,,242,548,16840,226306,5.716265439657366e-88,5.79457044568007e-88,200.8705668344222,5,8,0,0
I,3569,IL6,GO:0023052,biological_process,signaling,,818,1490,43518,198110,5.895174804151477e-87,5.928861517318058e-87,198.54507088286573,1,6,0,0
S,6678,SPARC,GO:0032259,biological_process,methylation,,112,289,5368,238167,8.12160621743117e-87,8.12160621743117e-87,198.23037514584175,2,1,0,0
R,5899,RALB,GO:0000145,cellular_component,exocyst,,36,180,54,243666,9.513483430733027e-87,9.513483430733027e-87,198.07219298964355,3,1,0,0
M,4233,MET,GO:0040007,biological_process,growth,,432,470,45700,197334,1.233261569471399e-86,1.233261569471399e-86,197.81265565511387,1,10,0,0
C,1431,CS,GO:0036440,molecular_function,citrate synthase activity,,22,20,0,243894,1.745400580610649e-86,1.745400580610649e-86,197.465333909089,5,2,0,0
P,79728,PALB2,GO:0006298,biological_process,mismatch repair,,61,379,528,242968,1.807259991064059e-86,1.882562490691728e-86,197.3896841217604,6,2,0,0
C,841,CASP8,GO:0008219,biological_process,cell death,,117,333,5515,237971,2.2158218765621935e-85,2.2158218765621935e-85,194.92410951945226,2,4,0,0
V,7422,VEGFA,GO:0016310,biological_process,phosphorylation,,114,6297,16968,220557,6.118693653088864e-85,6.205689297445578e-85,193.89426640458635,5,8,0,0
V,7412,VCAM1,GO:0007155,biological_process,cell adhesion,,58,61,2169,241648,6.613524646806341e-85,6.613524646806342e-85,193.83061616327515,2,7,0,1
R,6236,RRAD,GO:0016020,cellular_component,membrane,,93,124,6571,237148,9.101648111788737e-85,9.101648111788737e-85,193.51127739618414,2,16,0,0
I,3481,IGF2,GO:0040007,biological_process,growth,,270,173,45862,197631,1.3507115057070093e-84,1.3507115057070093e-84,193.11651631662252,1,10,1,0
V,7431,VIM,GO:0005819,cellular_component,spindle,,73,835,535,242493,1.633682811590611e-84,1.633682811590611e-84,192.92631095165893,5,2,0,0
C,1401,CRP,GO:0006954,biological_process,inflammatory response,,45,142,341,243408,2.3720036705961323e-84,2.3720036705961323e-84,192.5534127828967,4,5,1,1
A,328,APEX1,GO:0006281,biological_process,DNA repair,,84,417,1761,241674,5.601005649677945e-84,5.601005649677945e-84,191.69420164958171,5,15,1,2
S,6714,SRC,GO:0016301,molecular_function,kinase activity,,121,2184,1056,240575,2.6534640623435244e-83,2.673566062815824e-83,190.13114953316847,4,133,1,0
V,7431,VIM,GO:0005882,cellular_component,intermediate filament,,47,861,68,242960,7.254996587216256e-83,7.322172481542333e-83,189.1236556474692,6,5,0,2
D,1649,DDIT3,GO:0005783,cellular_component,endoplasmic reticulum,,57,222,782,242875,3.573392113477739e-82,3.573392113477739e-82,187.5384623090052,5,5,0,0
A,213,ALB,GO:0044351,biological_process,macropinocytosis,,56,394,421,243065,5.474846122360458e-82,5.474846122360458e-82,187.1118134557091,5,2,0,0
M,4585,MUC4,GO:0016020,cellular_component,membrane,,206,1262,6458,236010,8.260970586102728e-82,8.260970586102728e-82,186.70043554051117,2,16,0,1
C,4680,CEACAM6,GO:0007155,biological_process,cell adhesion,,70,178,2157,241531,8.403151966557357e-82,8.403151966557357e-82,186.6833707559312,2,7,0,0
B,581,BAX,GO:0031966,cellular_component,mitochondrial membrane,,65,711,451,242709,3.0745465647591527e-81,3.0745465647591527e-81,185.38623510074723,4,2,0,0
A,207,AKT1,GO:0032259,biological_process,methylation,,20,10949,5460,227507,4.270789535885664e-81,4.327169595765342e-81,185.0444788772741,2,1,0,0
C,891,CCNB1,GO:0000279,biological_process,M phase,,52,332,375,243177,8.492244152904398e-81,8.617130096329461e-81,184.35564043873802,3,2,0,0
P,112476,PRRT2,GO:0016310,biological_process,phosphorylation,,166,250,16916,226604,2.231235312307912e-80,2.231235312307912e-80,183.40425205571864,5,8,0,0
G,2597,GAPDH,GO:0010467,biological_process,gene expression,,164,622,7863,235287,4.9365431150465235e-80,4.936543115046523e-80,182.6101421275622,4,4,0,0
M,4582,MUC1,GO:0016020,cellular_component,membrane,,217,1453,6447,235819,8.781999539286244e-80,8.850077055094664e-80,182.02638127375135,2,16,0,0
M,406910,MIR125A,GO:0000266,biological_process,mitochondrial fission,,33,34,243,243626,1.1069950770880001e-79,1.1069950770880001e-79,181.80257313988798,6,1,0,0
P,8842,PROM1,GO:0009986,cellular_component,cell surface,,109,671,2768,240388,1.8191432695687806e-79,1.8191432695687806e-79,181.30585668727568,2,1,1,2
G,2691,GHRH,GO:0046903,biological_process,secretion,,100,261,5102,238473,1.9801289245923698e-79,2.096607096627215e-79,181.16390197667252,4,10,1,0
S,6714,SRC,GO:0005925,cellular_component,focal adhesion,,123,2182,1204,240427,2.339363078823755e-79,2.375078545676026e-79,181.03919183772626,5,1,0,0
M,4221,MEN1,GO:0090601,biological_process,enucleation,,47,887,82,242920,2.3716746474813944e-79,2.39160468653586e-79,181.0322577889251,5,2,0,0
C,999,CDH1,GO:0007155,biological_process,cell adhesion,,161,2499,2066,239210,1.7227922627759912e-78,1.7423694475802639e-78,179.0463913151689,2,7,0,0
S,9353,SLIT2,GO:0007411,biological_process,axon guidance,,30,50,102,243754,2.439568011409002e-78,2.439568011409002e-78,178.70981627440918,4,19,0,1
C,983,CDK1,GO:0000279,biological_process,M phase,,57,572,370,242937,3.717684968272778e-78,3.758094587493134e-78,178.27772518322476,3,2,0,0
E,1984,EIF5A,GO:0006412,biological_process,translation,,63,152,1925,241796,5.135779647307496e-78,5.135779647307496e-78,177.96540559162992,5,4,0,0
P,5159,PDGFRB,GO:0040007,biological_process,growth,,257,173,45875,197631,5.168420841281246e-78,5.168420841281246e-78,177.9590700582342,1,10,1,0
M,4313,MMP2,GO:0031012,cellular_component,extracellular matrix,,103,1134,1478,241221,6.085288148921446e-78,6.085288148921446e-78,177.79576317424494,3,8,1,0
M,1432,MAPK14,GO:0016310,biological_process,phosphorylation,,238,614,16844,226240,1.3432044569803175e-77,1.3432044569803177e-77,177.00399401558514,5,8,0,0
E,83939,EIF2A,GO:0006412,biological_process,translation,,70,242,1918,241706,1.9996365488963725e-77,2.0621251910493842e-77,176.5753150633807,5,4,0,0
S,6422,SFRP1,GO:0032259,biological_process,methylation,,68,57,5412,238399,2.820111661531453e-77,2.820111661531453e-77,176.26227568008767,2,1,0,0
I,3552,IL1A,GO:0046903,biological_process,secretion,,122,504,5080,238230,4.389668011116074e-77,4.389668011116074e-77,175.8197985602056,4,10,1,0
A,51761,ATP8A2,GO:0005524,molecular_function,ATP binding,,36,145,144,243611,4.635337556496722e-77,4.635337556496722e-77,175.76534313645237,5,1,0,0
I,3630,INS,GO:0042593,biological_process,glucose homeostasis,,83,5522,135,238196,1.1272194190375422e-76,1.138234592513479e-76,174.8669886085245,6,1,0,1
H,3159,HMGA1,GO:0043276,biological_process,anoikis,,48,177,581,243130,1.701992142350077e-76,1.701992142350077e-76,174.46466765412254,5,1,0,0
M,4152,MBD1,GO:0008327,molecular_function,methyl-CpG binding,,22,38,7,243869,7.496948427501376e-76,7.496948427501376e-76,172.98197100613498,4,1,0,1
G,2520,GAST,GO:0040007,biological_process,growth,,365,385,45767,197419,8.087099215360217e-76,8.087099215360217e-76,172.90619696500895,1,10,0,0
H,3091,HIF1A,GO:0001666,biological_process,response to hypoxia,,57,2304,85,241490,8.45975079407476e-76,8.507011971695288e-76,172.85557630627892,3,3,0,1
Z,6935,ZEB1,GO:0001837,biological_process,epithelial to mesenchymal transition,,66,715,596,242559,2.3242806498789045e-75,2.35612011083615e-75,171.83686572923327,5,5,0,0
P,5728,PTEN,GO:0023052,biological_process,signaling,,538,832,43798,198768,7.4225520818683e-75,7.4225520818683e-75,170.68935903016668,1,6,0,0
M,406957,MIR181C,GO:0035329,biological_process,hippo signaling,,26,5,206,243699,1.0729000703958106e-74,1.0729000703958106e-74,170.32093155328616,4,1,0,0
I,3630,INS,GO:0009749,biological_process,response to glucose,,62,5543,40,238291,2.737161302088198e-74,2.7729411883900046e-74,169.37138832380913,7,2,0,0
T,7010,TEK,GO:0001525,biological_process,angiogenesis,,87,116,7648,236085,5.896384940182757e-74,5.896384940182757e-74,168.61695744044147,3,5,0,1
E,1973,EIF4A1,GO:0006412,biological_process,translation,,44,26,1944,241922,6.974598714077666e-74,6.974598714077666e-74,168.44902208753885,5,4,0,0
C,999,CDH1,GO:0016020,cellular_component,membrane,,268,2392,6396,234880,7.565401189835564e-74,7.695093781661317e-74,168.3507139269924,2,16,0,0
A,328,APEX1,GO:0004519,molecular_function,endonuclease activity,,28,473,2,243433,1.1361321975922215e-73,1.1619533839011356e-73,167.938609248065,5,4,1,1
A,6790,AURKA,GO:0005813,cellular_component,centrosome,,45,520,172,243199,2.5643010207686258e-73,2.5643010207686258e-73,167.1470258536022,3,1,1,1
F,2346,FOLH1,GO:0016020,cellular_component,membrane,,59,23,6605,237249,3.127457005888248e-73,3.127457005888248e-73,166.94849157241896,2,16,0,0
M,5594,MAPK1,GO:0040007,biological_process,growth,,870,6769,45262,191035,4.4915517957600056e-73,4.545666877636632e-73,166.57453734394653,1,10,1,0
E,8411,EEA1,GO:0005769,cellular_component,early endosome,,22,37,14,243863,1.1537352268369127e-72,1.1537352268369127e-72,165.6431219932934,8,1,1,11
P,5175,PECAM1,GO:0001525,biological_process,angiogenesis,,94,161,7641,236040,1.9003328390801287e-72,1.9003328390801287e-72,165.14409764627763,3,5,0,0
E,1994,ELAVL1,GO:0005488,molecular_function,binding,,214,422,20304,222996,3.4554070103416807e-72,3.4554070103416807e-72,164.54618644200724,1,52,0,0
R,56475,RPRM,GO:0032259,biological_process,methylation,,52,15,5428,238441,3.7167420397437965e-72,3.7167420397437965e-72,164.4732792067872,2,1,0,0
M,9927,MFN2,GO:0000266,biological_process,mitochondrial fission,,36,123,240,243537,4.553073513414284e-72,4.553073513414284e-72,164.27032419320045,6,1,0,0
N,4922,NTS,GO:0016310,biological_process,phosphorylation,,153,244,16929,226610,1.062381200360228e-71,1.062381200360228e-71,163.42302879843783,5,8,0,0
C,1236,CCR7,GO:0007613,biological_process,memory,,37,53,597,243249,1.7037150640221219e-71,1.7037150640221217e-71,162.95073040410173,3,4,0,0
E,1981,EIF4G1,GO:0006412,biological_process,translation,,45,39,1943,241909,6.104444486074084e-71,6.104444486074084e-71,161.67452449242677,5,4,0,1
R,9821,RB1CC1,GO:0006914,biological_process,autophagy,,50,10,5973,237903,2.0523266475835207e-70,2.052326647583521e-70,160.46198240996102,3,7,0,0
J,3725,JUN,GO:0007258,biological_process,JUN phosphorylation,,27,629,0,243280,2.317456251082195e-70,2.317456251082195e-70,160.34048636893795,7,1,0,0
V,7422,VEGFA,GO:0005488,molecular_function,binding,,196,6215,20322,217203,2.4942780897802322e-70,2.541788148633189e-70,160.24808868071648,1,52,0,0
H,3315,HSPB1,GO:0016310,biological_process,phosphorylation,,132,169,16950,226685,2.557732202330695e-70,2.557732202330695e-70,160.2418355021608,5,8,0,0
P,5829,PXN,GO:0005925,cellular_component,focal adhesion,,53,166,1274,242443,3.910146164922447e-70,3.910146164922447e-70,159.8173817539515,5,1,0,1
M,55201,MAP1S,GO:0006914,biological_process,autophagy,,45,2,5978,237911,4.046779924121093e-70,4.046779924121093e-70,159.78303502517278,3,7,0,1
S,6403,SELP,GO:0030168,biological_process,platelet activation,,26,61,62,243787,5.105319677991103e-70,5.105319677991103e-70,159.55067343936082,3,1,1,0
S,6714,SRC,GO:0023052,biological_process,signaling,,772,1533,43564,198067,7.751502660758521e-70,7.93038349139141e-70,159.11025511553555,1,6,0,0
C,29126,CD274,GO:0006955,biological_process,immune response,,81,1000,1044,241811,1.9760922027604918e-69,1.9962564089111092e-69,158.18709778557204,2,9,0,1
S,6597,SMARCA4,GO:0006338,biological_process,chromatin remodeling,,36,101,347,243452,2.577943341809148e-69,2.577943341809148e-69,157.93137948988965,5,6,1,1
A,221120,ALKBH3,GO:0070988,biological_process,demethylation,,34,80,314,243508,3.636245604639129e-69,3.636245604639129e-69,157.5874196945246,2,3,1,0
N,4790,NFKB1,GO:0071159,cellular_component,NF-kappaB complex,,42,4907,2,238985,6.145570770606584e-69,6.241097777403578e-69,157.047215323815,3,1,0,0
R,6035,RNASE1,GO:0070085,biological_process,glycosylation,,49,200,853,242834,2.4344070276008107e-68,2.4344070276008107e-68,155.68608311720897,2,4,0,0
M,10232,MSLN,GO:0005488,molecular_function,binding,,296,858,20222,222560,2.9759567661853825e-68,2.975956766185383e-68,155.48522073422126,1,52,0,0
A,207,AKT1,GO:0010467,biological_process,gene expression,,91,10878,7936,225031,4.4496899090863315e-68,4.523360271819549e-68,155.06653118298402,4,4,0,0
F,2244,FGB,GO:0050817,biological_process,coagulation,,34,76,359,243467,6.496902424833307e-68,6.496902424833307e-68,154.70446081030522,2,2,1,0
A,9140,ATG12,GO:0006914,biological_process,autophagy,,57,34,5966,237879,9.031625950501356e-68,9.031625950501356e-68,154.37505391141164,3,7,0,0
B,596,BCL2,GO:0008219,biological_process,cell death,,187,1542,5445,236762,2.077808774735493e-67,2.077808774735493e-67,153.54188736586613,2,4,0,0
T,7980,TFPI2,GO:0032259,biological_process,methylation,,58,46,5422,238410,5.2283791440248776e-67,5.2283791440248776e-67,152.61909991565824,2,1,0,0
S,6469,SHH,GO:0038001,biological_process,paracrine signaling,,48,1479,105,242304,6.540865087378381e-67,6.603758020910866e-67,152.385562346506,3,1,0,0
C,595,CCND1,GO:0051318,biological_process,G1 phase,,83,1630,741,241482,6.627031291499913e-67,6.692645462702882e-67,152.37219199924328,3,2,0,0
